pid,feature,category
17-02-20230315-899,"[0.028043266,-0.005976068,0.10650176,-0.055821646,0.04643184,-0.02174224,-0.014270082,-0.078559354,-0.10375383,-0.07336362,-0.25319383,-0.08628666,0.0405202,0.32163894,0.1059327,0.092080146,0.32492328,0.06973109,0.10649914,0.12379092,-0.22040598,0.078415185,0.042040594,-0.09466785,0.27809414,0.026834622,0.16056672,-0.048198443,-0.18693356,-0.39987403,-0.18677154,0.044340365,0.13765036,0.38342544,0.08426671,-0.32580823,-0.27656922,-0.4814986,0.49367654,0.002166414,-0.029149622,0.10957895,-0.26650554,0.008059925,0.21796972,-0.03628833,-0.30760872,0.12116999,-0.045186903,-0.09607221,0.02856925,-0.10942271,-0.53055817,-0.019322963,-0.008959119,-0.06035478,0.071019426,-0.12914556,-0.117600605,-0.36840317,-0.050480194,0.2866309,0.06633514,-0.003244868,-0.27995777,0.001866809,0.024855625,0.109218344,-0.03208281,0.058764495,-0.33973277,-0.18281968,-0.012792235,-0.004928204,0.109755576,0.22634824,-0.14633274,-0.23871784,0.011452532,0.050702963,-0.10461643,0.31214038,0.16464448,0.007609789,0.11716803,-0.050300356,0.1409546,0.055057965,0.019140445,0.15452546,0.07393001,-0.17322765,-0.420641,-0.3220654,0.045550436,0.050466746,0.37444365,-0.14627936,-0.05197251,0.21223585,-0.051292066,-0.061687034,0.09147479,-0.11631826,0.099885456,-0.16428283,-0.02576318,0.22495848,-0.3960854,0.17353846,-0.007182786,-0.19373439,0.010883143,0.19755971,0.38678345,0.470873,-0.20236112,-0.18114069,0.19587341,-0.049983412,0.034619242,-0.36383525,0.11339042,0.31539297,0.18941051,0.16419724,-0.220786,0.0548815,-0.969116201]",0
17-02-20230321-907,"[-0.08881669,-0.09694047,-0.09940942,-0.07656532,0.21974953,0.011588654,0.033192847,-0.000422365,0.06333077,0.13815607,0.080895156,-0.06840212,0.29404142,0.058296084,-0.01767914,0.20956627,-0.007936763,-0.22932337,-0.057352882,0.11901407,0.11418847,-0.06435673,-0.01973551,-0.14104603,0.003142485,-0.05513064,-0.20021667,-0.28911132,0.11098503,-0.03488475,-0.16164334,0.0814803,-0.10590312,0.046791684,-0.1304686,0.07153504,-0.20137836,0.03920803,0.053269424,-0.058707327,0.09777375,0.01371935,0.11158487,0.024465747,0.006891386,0.029983366,0.101860896,0.014037342,-0.17526248,0.18430024,-0.010215461,-0.161538,0.10775841,-0.010221073,0.044494197,0.14059451,0.01801062,0.07779719,-0.000486951,-0.103039525,0.06765615,0.032386113,-0.14989604,-0.019528894,0.09558353,-0.015476421,0.1380041,-0.1017306,-0.034691025,0.064995445,0.008583303,-0.2131736,0.0913095,0.13494526,0.087909356,-0.14242089,-0.076531895,-0.008615899,-0.016918141,-0.13990551,0.010967382,0.026615143,-0.012006955,0.062121067,-0.2270132,-0.008982632,0.19179869,0.17788942,-0.008525744,-0.22628248,-0.046899706,-0.1284227,0.018724864,-0.07986193,-0.019045511,-0.018955532,-0.07462822,0.07816086,-0.106488414,0.03637267,0.0989411,0.11247815,-0.10510709,0.038029306,0.007848374,-0.019837089,0.004481574,0.09870401,0.034775723,-0.0374832,0.024947887,0.043063506,-0.19318049,0.06965395,-0.05689165,0.081424855,-0.01278174,0.064086765,-0.17845306,0.038185544,0.026033219,-0.031640097,-0.07092688,-0.030659694,0.025915276,0.0698094,0.13591614,-0.070816174,-0.339752602]",1
17-02-20230321-908,"[-0.051123817,-0.090750664,-0.015965756,-0.13880788,0.29760358,0.08873203,0.022325825,-0.002136528,0.031879596,0.0366657,-0.001220791,-0.14053562,0.37073672,0.13091213,-0.023032255,0.3167617,0.028127845,-0.17090167,0.030970905,0.12791896,-0.020600164,-0.008652877,0.07126574,-0.087902546,0.042903088,-0.09700864,-0.18071896,-0.23751779,0.0155581,-0.10781726,-0.20367007,0.08337006,-0.061731994,0.0924593,-0.10695711,0.058131963,-0.29134518,-0.02028761,0.097212024,-0.062263265,0.06463514,0.013307665,0.11602973,-0.029673003,0.0672764,0.11397747,0.054398693,-0.030090656,-0.104471564,0.11748754,0.00463913,-0.16146085,0.036719576,0.06605677,-0.047689084,0.2757638,0.06489069,-0.028567275,0.001980802,-0.2017124,0.062217973,0.033991646,-0.117008224,0.020856256,0.04466132,-0.043556362,0.16904953,-0.031799395,0.021019232,0.060290072,-0.10414958,-0.29196453,0.07712281,0.12002601,0.08019434,-0.031124774,-0.09310311,-0.029356088,0.03799436,-0.22114149,0.02474675,0.16850066,0.023334993,0.008264791,-0.10773995,-0.081953235,0.2117189,0.1353695,0.026458167,-0.19598827,-0.04288818,-0.14289637,-0.062285602,-0.075086586,0.022558386,0.06489998,0.003403692,0.032773823,-0.032687455,0.07957251,0.076686256,0.07375397,-0.11413056,0.018597288,-0.017671624,-0.06593157,0.09288782,0.13414018,-0.011084274,-0.09160133,0.034808815,0.050586596,-0.25798064,0.062271655,0.003359271,0.13600923,0.003077912,-0.03669351,-0.087990046,0.08714314,-0.08466843,-0.09254104,0.039956085,0.065766424,0.06598113,0.051269993,0.05965071,-0.013810339,-0.890445751]",1
17-02-20230321-909,"[0.056316856,-0.048249952,0.1287382,-0.08281008,-0.08262776,0.1069289,0.04807552,0.019426093,-0.18455723,-0.16582404,-0.1002986,0.08295831,0.037212387,0.2692344,0.13616772,0.07163316,0.23479027,0.050469942,0.19236466,0.02660264,-0.1926893,0.21551692,0.042653866,-0.029052157,0.1929754,-0.051351257,0.17915079,0.08867304,-0.16964014,-0.25631824,0.017449915,0.11452182,0.21061085,0.27633682,0.002048604,-0.046796113,-0.04789454,-0.19408722,0.37282747,-0.004297151,0.09894078,0.056115527,-0.17258668,-0.038917046,0.12302256,0.07599739,-0.22628972,0.009917398,-0.0138944,-0.14038604,0.118113905,0.005476881,-0.42462558,-0.0822897,0.028539898,-0.18678711,0.052280217,-0.16030079,0.04267083,-0.29724628,0.008268053,0.12820087,-0.01796838,0.08173806,-0.22204322,-0.029158436,-0.11043653,-0.040044043,0.06641245,0.11382832,-0.26929098,-0.072932824,-0.011262209,-0.0837393,-0.026963077,0.22045115,-0.16235134,-0.16782187,0.08443311,-0.014938591,-0.16977048,0.15673159,0.079168424,-0.007665942,-0.052274674,-0.15449545,0.082050115,-0.006868501,-0.01856653,0.19571705,-0.007558921,-0.066674896,-0.2624019,-0.26198214,0.13981019,0.10571224,0.34738868,-0.19055198,0.0290485,0.19208978,0.053249568,-0.03570102,0.067069,-0.11491323,-0.07174764,-0.18027306,0.10108619,0.2075291,-0.22561258,0.087686926,0.060581893,-0.18942466,0.11865009,0.040063456,0.29872584,0.42028686,-0.183816,-0.07407344,0.05346305,-0.119001895,0.15624134,-0.1965437,0.07728315,0.15547763,0.06296676,0.21517585,-0.24702102,0.0891235,-0.261082152]",0
17-02-20230322-910,"[-0.017494895,0.028499154,0.072723255,0.00919441,0.010416675,0.0754839,-0.011785977,-0.020627744,-0.1634428,0.006433379,-0.10505521,0.009579123,-0.02261964,0.2644219,0.020515736,0.044854827,0.23610261,0.038591683,0.000658865,0.05763359,-0.042080577,0.05787398,-0.010016509,-0.084392525,0.13084988,-0.011158545,0.06828115,0.033789273,-0.11295233,-0.22766484,-0.12703882,0.074740976,0.05457422,0.19658895,0.0701666,-0.16955113,-0.13591918,-0.24596947,0.27820203,0.009651453,0.025020864,0.07892358,-0.1700199,0.017799295,0.08315353,0.06207434,-0.11390991,0.04686329,-0.090812735,-0.018880527,0.05962985,-0.052806012,-0.32207295,-0.10067496,0.035198692,-0.09021892,0.021496084,-0.006261779,-0.005238489,-0.2093694,-0.01736331,0.15674329,-0.111951895,-0.039844804,-0.11405111,-0.010408753,-0.039262228,-0.00825489,-0.10565284,0.08524431,-0.19030008,-0.12840074,-0.005010318,-0.10697094,0.05866384,0.06380977,-0.101536304,-0.094617784,-0.033939403,0.060385976,-0.05250586,0.15785994,0.1290119,-0.014954232,-0.005304121,-0.001971614,0.09821288,0.05444993,-0.023802679,0.12136852,-0.026578696,-0.15872745,-0.2144644,-0.19680503,0.114724845,0.08018261,0.22915392,-0.091764316,-0.06419434,0.1395885,-0.014753172,0.009738705,0.05071152,-0.09355142,0.038497373,-0.12291362,-0.064921096,0.15378483,-0.20580572,0.10003805,0.017171016,-0.16847304,0.001862673,0.1771083,0.18839042,0.36468455,-0.12711912,-0.14914551,0.04320838,-0.03917164,0.03874803,-0.20154333,-0.031120243,0.11831838,0.08893542,0.16079791,-0.12653595,0.04546359,-0.339752602]",0
17-02-20230322-912,"[-0.006657478,-0.049055576,-0.054556042,-0.06381782,0.088816226,0.009612843,0.014755398,0.002545741,-0.06307848,0.040260322,0.038705256,0.027975474,0.114153534,0.08226394,0.020042758,0.06542514,0.028400175,-0.04978735,-0.021427024,0.09695568,0.031152075,-0.021363687,0.004249573,-0.05766098,-0.009959368,-0.05532433,-0.04331875,-0.06696504,0.036265064,-0.029458033,-0.0685945,0.08382491,-0.022623392,0.07888337,-0.040157508,0.026350403,-0.10308296,-0.027528234,0.08984092,0.045551572,0.1327034,0.019465502,0.010659682,-0.052579217,-0.014948011,0.045830794,0.060896147,0.02512448,-0.08367622,0.087155096,0.027290413,-0.08033253,-0.000510987,-0.01930548,0.04712737,0.047794882,0.022656977,0.01905319,0.06468619,-0.041095156,0.042638324,0.042122927,-0.16488326,-0.013758287,0.06891974,-0.013055258,0.031274386,-0.05511165,0.012445139,0.070509255,-0.007669057,-0.122607954,0.05182165,0.031963687,0.023199137,-0.08605027,-0.07887063,-0.030317537,0.008496004,-0.020595524,-0.0371311,0.004746322,-0.019520544,0.06731106,-0.12073686,0.028393544,0.12895477,0.02421316,-0.041368533,-0.08822769,-0.076374866,-0.08798886,-0.03169807,-0.08291358,0.032636672,0.049184255,0.025707824,-0.059565216,-0.08918478,0.06390548,0.115535036,0.030938795,-0.027653715,-0.031868402,-0.04381897,0.012343325,-0.007299863,0.06990067,-0.032736342,0.038200583,0.018056722,-0.08711421,-0.09099256,0.058785714,0.012221718,0.06041948,0.013305307,0.004405629,-0.04245359,0.003303288,0.06749804,-0.07603826,-0.050039105,-0.034257,-0.016907707,0.087750815,0.028001757,-0.05779261,0.446951896]",1
17-02-20230323-913,"[-0.012279004,-0.08661078,-0.0304173,-0.04336377,0.114689276,0.039319325,0.075194225,0.01930619,-0.06870502,0.07087071,0.022473507,-0.022427272,0.16027498,0.12345124,-0.009717636,0.14642486,0.07091086,-0.11193639,-0.04392396,0.113603346,0.07399332,-0.018803462,-0.0281281,-0.07181016,0.014078897,-0.034645796,-0.085559115,-0.10890277,-0.008239669,-0.1189643,-0.1166767,0.10337277,-0.06065105,0.11235068,-0.001084834,-0.003789384,-0.20403591,-0.038846254,0.12767734,-0.004347608,0.043623906,0.06047846,-0.031653024,-0.05615544,0.005354622,0.033892084,0.04623073,0.016198799,-0.1808042,0.08810308,0.047438942,-0.0760449,-0.043584757,-0.06632243,0.0817,0.05138023,0.006136523,0.09131405,-0.02439726,-0.09113396,0.045009762,0.084724486,-0.1304252,-0.050451152,0.033662945,-0.027379956,0.054863058,-0.07584741,-0.066616006,0.08007744,-0.028473072,-0.18411312,0.09085172,0.035326336,0.062367376,-0.06493023,-0.07553425,-0.07804987,-0.047346506,-0.052261155,0.043285392,0.06979902,0.0378016,0.08830094,-0.078984395,0.021038473,0.16127053,0.12861694,-0.028882936,-0.05662474,-0.043197237,-0.10335686,-0.11672691,-0.07062301,0.043017372,0.021996273,0.02994457,-0.045783788,-0.12627806,0.044731237,0.093530215,0.057616286,-0.051200323,-0.056622487,0.08435404,-0.04899089,-0.05439336,0.1212866,-0.0372822,0.038534608,-0.013255937,-0.057061285,-0.088427305,0.112879045,-0.014342083,0.16182269,-0.07503592,-0.009740612,-0.086460195,0.029308775,0.053594634,-0.07205298,-0.120639175,0.008996319,0.027384412,0.09961219,0.042523056,-0.02427957,0.918974596]",1
17-02-20230324-914,"[-0.011980191,-0.014069812,0.15151775,0.03325097,-0.005996991,0.01827822,0.024116471,0.033005018,-0.12695774,-0.038229052,-0.05810483,0.054977436,-0.003068034,0.22120298,0.08084909,-0.006466277,0.23245904,0.051808514,0.082177214,0.08887499,-0.06794044,0.029818943,-0.01829061,-0.12138721,0.13600406,-0.03137978,0.09012193,0.053037103,-0.11675044,-0.23423132,-0.123664945,0.12690724,0.11523111,0.22454576,0.033059664,-0.1624799,-0.078696534,-0.21942897,0.29506084,0.05466353,0.060351048,0.091267884,-0.17259279,-0.032796424,0.019362789,0.06403908,-0.08053341,0.07058873,-0.060224514,-0.09420266,0.066149704,-0.04886407,-0.2986315,-0.06298504,0.094059326,-0.2034349,0.062827185,-0.042526685,0.069371946,-0.2011012,-0.040388025,0.20392428,0.024232263,-0.008865519,-0.10074327,-0.011581413,-0.08493431,-0.058188133,-0.057285845,0.059255518,-0.16206777,-0.13490929,0.03279852,-0.10227679,0.020564064,0.03518724,-0.10159969,-0.13170907,-0.017960854,0.00645984,-0.10255852,0.11275895,0.05181381,-0.020130003,0.032986578,-0.057688,0.036831114,0.02500576,-0.03454367,0.071665786,0.00883038,-0.09514691,-0.21618551,-0.22280759,0.10076568,0.023338942,0.22982967,-0.19378798,-0.09908453,0.1372575,0.031781476,-0.014600256,0.08899526,-0.09448554,-0.006245841,-0.0502498,-0.012966742,0.16893469,-0.1584649,0.15322457,-0.028176839,-0.15422285,0.044702023,0.08616694,0.24167548,0.34162456,-0.08645541,-0.15449941,0.07085145,-0.07743922,0.048171364,-0.1922796,0.024589716,0.1654381,0.05513837,0.1065009,-0.16362232,0.047696784,-0.733104851]",0
17-02-20230324-915,"[-0.026092786,-0.0584146,-0.057156406,-0.044739503,0.18511215,0.03628002,0.04536181,0.018915828,-0.026052939,0.12124601,0.04878933,-0.053125095,0.18474105,0.08873009,-0.035563685,0.16686735,0.05776678,-0.12636225,-0.019537704,0.12600976,0.08910553,-0.060745977,-0.004120531,-0.08151087,0.044920444,-0.031363502,-0.16365786,-0.13439411,0.044216428,-0.037983947,-0.16209076,0.08676438,-0.07267061,0.13066079,-0.033794794,0.023319462,-0.19166957,-0.03717822,0.0975893,0.007439771,0.11933511,0.031996418,0.005000029,-0.00529673,0.027782388,0.033426203,0.09111456,0.009066363,-0.17015672,0.12872496,-0.01235527,-0.12522532,-0.049097806,-0.067282684,0.056338694,0.12718232,-0.02391367,0.08929507,0.006077245,-0.12566242,0.10274188,0.055652916,-0.20199566,-0.06469366,0.067205586,-0.007978614,0.12940153,-0.047724485,-0.055298172,0.091668755,-0.01501009,-0.19592547,0.10021709,0.055410285,0.12830934,-0.08627015,-0.104626864,0.013058289,-0.025560841,-0.11500166,0.019013345,0.02407159,0.018275684,0.0697788,-0.12746367,-0.002395351,0.19091238,0.16257907,-0.041105576,-0.059867755,-0.0840595,-0.1374666,-0.09322738,-0.08506375,0.004864182,0.08192157,-0.01867337,0.013691491,-0.09738839,0.07683236,0.07467599,0.0760827,-0.111210905,0.006607409,0.022105575,-0.06904362,-0.052961838,0.13938004,-0.045600668,-0.047386985,0.016268132,-0.034254298,-0.20084685,0.06819673,-0.04628416,0.18856995,-0.05815924,-0.018207327,-0.11765986,0.025218768,0.034946695,-0.09890339,-0.07965452,-0.043215394,-0.016069928,0.08274032,0.048917435,-0.054825075,-0.654434402]",1
17-02-20230324-917,"[-0.046985615,-0.06716283,-0.20953017,-0.20261417,0.42842308,0.07712309,-0.019593216,-0.06552166,0.106100574,0.09568921,0.11135329,-0.26952186,0.5469744,0.020364255,-0.06320952,0.4579239,-0.14647032,-0.30431452,-0.06543044,0.15541853,0.10625879,-0.13392338,0.020948453,-0.11704444,-0.010172902,-0.1373451,-0.38688833,-0.36001998,0.15569864,0.000880624,-0.30017647,0.07101074,-0.1990656,-0.0376566,-0.20962304,0.19014716,-0.3675135,0.09662813,-0.08594638,-0.043165866,0.06842102,0.035318505,0.23386574,-0.03905197,0.009593827,0.099919476,0.19531325,-0.014421283,-0.15280214,0.24579766,-0.10563358,-0.25768834,0.20703799,0.034231767,0.000912803,0.5525056,-0.009191035,0.025299968,-0.0446477,-0.14521368,0.14434537,-0.10669302,-0.22250427,-0.053577423,0.05399728,-0.04536733,0.35775307,-0.023188397,0.03788644,0.063212976,-0.012838307,-0.42385575,0.15912996,0.26295635,0.13165143,-0.13544112,-0.10599837,0.14790289,0.049758382,-0.2517019,0.12054679,0.106669396,0.074604906,-0.009170562,-0.19565457,-0.024016747,0.28111947,0.25608808,0.02825354,-0.3606984,-0.12897328,-0.13414298,0.019516265,-0.018711628,-0.060558915,0.078437194,-0.16178924,0.23754844,-0.08363539,0.08014287,0.12785633,0.12538926,-0.23602381,0.1405148,-0.07199382,-0.05078859,0.086220756,0.0220551,0.12093129,-0.18579867,-0.016279155,0.11844996,-0.384198,0.022300363,-0.13956168,-0.015001558,0.00052088,0.031314045,-0.1834963,0.14306022,-0.21901846,-0.07976101,-0.002082683,-0.13203959,-0.035795514,0.042706955,0.17797098,-0.024481023,0.525622346]",1
17-02-20230324-919,"[-0.06970078,-0.086793154,-0.018906184,-0.06893203,0.19846265,-0.004067895,0.04803417,0.011932031,0.01357156,0.06161134,0.06793828,0.002313317,0.21995093,0.12308098,-0.018882196,0.14528579,0.06332735,-0.10039902,-0.026204038,0.075520016,0.033465646,-0.047871184,0.014129171,-0.14523757,0.07926869,-0.032247957,-0.12835935,-0.15666296,0.052266084,-0.05227288,-0.13496938,0.11316641,-0.0656296,0.0863995,-0.010918494,0.053876474,-0.14542593,0.010702225,0.108630866,0.04328382,0.11719569,0.047793258,-0.01215495,-0.000235024,-0.002812645,0.026633864,0.14010233,0.045789525,-0.13178755,0.10920984,-0.03545379,-0.11080077,0.035357967,0.03908421,0.047312643,0.058719274,0.014488676,-0.002634594,0.019150937,-0.12877214,0.072025634,0.10991183,-0.1004327,-0.032326125,0.03645436,-0.057463653,0.07986996,-0.113104396,-0.08253338,0.049999062,-0.014049982,-0.19880219,0.08398895,0.06271849,0.06791195,-0.060928676,-0.04801164,-0.024820019,-0.004505509,-0.10518985,-0.024918567,0.012341157,-0.03961786,0.042110536,-0.15084413,0.009184524,0.16533323,0.116687424,-0.004110587,-0.17032263,-0.008902099,-0.09188036,-0.016997077,-0.14340997,0.003430869,-0.024236176,0.008457309,-0.06599965,-0.10674539,0.09423198,0.090846345,0.09620936,-0.017898317,-0.023812737,-0.079619035,0.019097932,-0.03173355,0.14583308,-0.003568533,0.05168549,0.000317713,-0.046740286,-0.10180783,0.07672562,0.005161466,0.11791333,-0.014527234,-0.040618107,-0.07418026,0.041507043,0.01220323,-0.025723595,-0.010060583,-0.02874916,0.017347638,0.058247168,0.06847958,-0.08826627,1.154985945]",1
17-02-20230324-920,"[-0.018641315,-0.013512338,0.085066445,-0.004748024,0.008027915,0.009552846,0.043293715,0.013702535,-0.13965,-0.05759423,-0.061796617,0.093459286,0.028002398,0.22966872,0.102145225,0.061217837,0.2467022,0.072783254,0.08800162,0.060440082,-0.11081493,0.11366036,0.013609536,-0.05245818,0.18698868,0.009604158,0.13837533,-0.030139405,-0.1415356,-0.25223,-0.07226495,0.097884275,0.19694154,0.19693951,0.05613436,-0.18082994,-0.09912663,-0.19449405,0.3237719,0.097771615,0.08949789,0.11115426,-0.17445295,0.01365077,0.11284348,0.03570553,-0.17863765,0.096595414,-0.05136899,-0.067776814,0.06002889,-0.063057065,-0.30193812,-0.059111908,0.027616411,-0.09496612,0.0571373,-0.099181466,0.014797412,-0.26447925,-0.057018064,0.20278488,0.022479853,0.029482195,-0.11999113,-0.05143361,-0.056149937,-0.054398816,-0.032090828,0.06457132,-0.19058372,-0.098877735,-0.014853764,-0.027013864,0.033628903,0.057884697,-0.1486631,-0.11235592,-0.04346387,-0.031354133,-0.15367799,0.17797685,0.06475095,0.021018244,0.08346448,-0.09480145,0.09806646,0.015225709,-0.026820015,0.07302848,0.06665196,-0.15320732,-0.28298196,-0.19248302,0.13904344,0.109132744,0.24301669,-0.15183114,-0.048440352,0.11248442,0.009181153,-0.05617497,0.09443012,-0.07296542,0.029842554,-0.13285379,-0.03069126,0.15988135,-0.1524539,0.11138383,0.041265346,-0.20052132,0.03761237,0.15280585,0.1574849,0.4364856,-0.09021346,-0.22042978,0.06208313,-0.037193373,0.17316705,-0.16793525,0.039196625,0.15498108,0.119238265,0.10249609,-0.13514996,0.011978653,0.053599647]",0
17-02-20230324-921,"[-0.077323675,-0.111815035,-0.15333773,-0.11235825,0.23936106,0.07867793,0.013433512,-0.019884877,0.08550126,0.15953754,0.12607381,-0.08969101,0.40423122,-0.003345838,-0.022710696,0.27175295,-0.028231805,-0.27163404,-0.06893436,0.117891654,0.07368435,-0.062899746,0.06890973,-0.08945234,0.000848902,-0.036551837,-0.30338413,-0.26850194,0.16085918,0.010913948,-0.12266764,0.060071588,-0.111924104,0.019204155,-0.17124178,0.13834716,-0.17213154,0.06317948,0.051775485,-0.011925313,0.08114019,0.058170397,0.1518701,0.06268893,0.015343661,0.04582776,0.22726774,0.007443284,-0.24325657,0.28733343,-0.005499105,-0.17204583,0.16601598,0.038630635,0.049359422,0.17838138,-0.01840515,0.049135312,-0.037559204,-0.040724162,0.15911454,-0.052823838,-0.15678044,-0.097869456,0.072787136,-0.0107055,0.22177055,-0.10654352,-0.04240508,0.07845144,-0.048882723,-0.29493383,0.14340556,0.1680378,0.079913914,-0.08345495,-0.04154464,0.06137421,0.06385157,-0.19564839,0.10751313,-0.004386503,-0.03283634,0.063978255,-0.2735292,0.021483691,0.265081,0.19644712,0.004898052,-0.2658236,-0.01652416,-0.103655584,0.084701,-0.11837973,-0.025049748,-0.051065296,-0.08939317,0.097161114,-0.082571186,0.030355925,0.10775204,0.20180328,-0.14571287,0.006725257,-0.043145273,-0.0397478,-0.03231599,0.14580245,0.075992115,-0.07264412,0.01689648,0.04948192,-0.25101638,0.10131855,-0.15812916,0.033817135,-0.041527957,0.12810567,-0.22008419,0.10982303,0.009594722,0.03602237,-0.000970675,-0.07170312,0.014631123,0.1169976,0.2557094,-0.07555938,2.492383593]",1
17-02-20230324-922,"[0.028641567,-0.030480655,0.1439042,-0.072969206,-0.029999677,0.046358615,0.039193302,0.004661986,-0.15625168,-0.12399921,-0.062501684,0.09118375,0.02191163,0.22790779,0.13925338,0.04299163,0.2242218,0.06985511,0.14773516,0.022028703,-0.13958429,0.095498614,0.010862209,-0.09648743,0.16054437,-0.09528654,0.15956682,0.02331929,-0.14133318,-0.19253792,0.025348902,0.10389755,0.17639194,0.24225244,0.04111281,-0.037884653,-0.02468677,-0.1891575,0.32631475,0.04548038,0.15535519,0.060217272,-0.14729126,-0.012120091,0.08469419,0.038021296,-0.12945098,0.062858865,-0.0714893,-0.15246966,0.11302185,-0.003545059,-0.29287353,-0.033876695,0.003463869,-0.22093119,0.07368953,-0.13519831,0.028828265,-0.29425308,0.009623041,0.14039126,-0.002119465,0.04286337,-0.093148686,-0.0736464,-0.18205205,-0.07131085,0.044264544,0.089505345,-0.15552051,-0.07568217,-0.055680424,-0.0826738,-0.031909823,0.1641841,-0.07125788,-0.15975133,-0.009331682,-0.110541426,-0.15551165,0.107236594,0.049869277,-0.014477747,0.0341205,-0.11268366,0.13969968,0.018119298,-0.041595466,0.09454972,0.005849607,-0.094211854,-0.19764961,-0.24117354,0.17863421,0.121016376,0.27814707,-0.23412701,-0.003665071,0.19594653,0.054541033,-0.07591558,0.06326249,-0.07393574,-0.045390345,-0.123704895,0.103565075,0.19335257,-0.215218,0.15145499,-0.024903668,-0.09469798,0.08262919,0.07283824,0.18834119,0.3401739,-0.13373972,-0.08390432,0.062435724,-0.13008767,0.12786672,-0.12277981,0.03612005,0.123080686,0.07832986,0.1742531,-0.19981025,0.000575188,-1.047786651]",0
